name	x	y	z	material
Fz	-0.0012292786120998045	0.09327445212894306	0.10263929347682083	Ag/AgCl
FC3	-0.06185234453174111	0.057133289447271314	0.09376582882952603	Ag/AgCl
FC1	-0.03571586782937188	0.06171406221864098	0.11798301537735789	Ag/AgCl
FCz	-0.0012714337533993952	0.06345979225353343	0.12657198384237547	Ag/AgCl
FC2	0.03313097492028421	0.06182848393513826	0.11678169813445863	Ag/AgCl
FC4	0.060625474352247244	0.05770741653090674	0.09379461804488445	Ag/AgCl
C5	-0.08208530618179086	0.019293632972432445	0.0694896677281912	Ag/AgCl
C3	-0.06714873038365092	0.023358234962598565	0.10451068106025274	Ag/AgCl
C1	-0.037937831285299435	0.026337454328592032	0.12977060888830635	Ag/AgCl
Cz	-0.0013741408533525957	0.027617093717945417	0.1401994941744	Ag/AgCl
C2	0.035892709469692044	0.026358135962367156	0.12841234097161527	Ag/AgCl
C4	0.06532887326785189	0.02357310071942504	0.10369243420048097	Ag/AgCl
C6	0.08165316193008805	0.01969565410623155	0.06948180710557077	Ag/AgCl
CP3	-0.06547224097149225	-0.011896599111525148	0.10777792004227077	Ag/AgCl
CP1	-0.03742513286802655	-0.010824235244308918	0.13344371157184573	Ag/AgCl
CPz	-0.0015249123600369623	-0.010518376261361682	0.1415491439763013	Ag/AgCl
CP2	0.0364719521247076	-0.010903793865136614	0.13281227263122153	Ag/AgCl
CP4	0.0646962476012671	-0.011991179362648905	0.10771287092399104	Ag/AgCl
P1	-0.030653624162682504	-0.04492738508964679	0.11947204537971742	Ag/AgCl
Pz	-0.0017094524972804195	-0.04521299319629392	0.12667292418210063	Ag/AgCl
P2	0.029886386222411618	-0.04503254404940618	0.12074781507025559	Ag/AgCl
POz	-0.0018998318804281135	-0.06805409903094144	0.0959099993612478	Ag/AgCl
